GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA geoid 1028,GEOGRAPHY*NAME_CLASS*U,Valladolid,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1359,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 4572,,,,,,,,,,,,,,,,,"Wikipedia: “Pintia es el nombre de una antigua ciudad vaccea, situada en la pedanía de Padilla de Duero (Peñafiel), en la actual provincia de Valladolid.'<br /><br />En los ss. XVI-XVII algunos impresores de Valladolid utilizaban el nombre en su pie de imprenta",,1989-12-03,FAULHABER,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://es.wikipedia.org/wiki/Pintia,Wikipedia,2014-01-02,Valladolid
BETA geoid 1029,GEOGRAPHY*NAME_CLASS*U,Italia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,FAULHABER,2016-11-25,FAULHABER,,,,,Italia (nación)
BETA geoid 1030,GEOGRAPHY*NAME_CLASS*U,Burgos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1013,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,FAULHABER,2024-04-10,FAULHABER,,,,,Burgos
BETA geoid 1031,GEOGRAPHY*NAME_CLASS*U,Arévalo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1254,,,,,,,,BETA bibid 8603,,,Q476793,,,,,,,,,,,,,,,,1989-12-08,FAULHABER,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q476793,Wikidata,2024-02-04,Arévalo
BETA geoid 1032,GEOGRAPHY*NAME_CLASS*U,Málaga,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1676,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,FAULHABER,2024-04-10,FAULHABER,,,,,Málaga
BETA geoid 1033,GEOGRAPHY*NAME_CLASS*U,Castilla,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,1989-12-09,FAULHABER,,,,,Castilla (región)
BETA geoid 1034,GEOGRAPHY*NAME_CLASS*U,Rioja,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1033,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Rioja (región)
BETA geoid 1035,GEOGRAPHY*NAME_CLASS*U,Cataluña,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*CA,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,BETA bibid 8603,,,Q5705,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-03-05,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5705,Wikidata,2024-03-03,Cataluña (comunidad autónoma)
BETA geoid 1036,GEOGRAPHY*NAME_CLASS*U,Aragón,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*CA,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1004,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2023-10-14,FAULHABER,,,,,Aragón (comunidad autónoma)
BETA geoid 1037,GEOGRAPHY*NAME_CLASS*U,"France, Midi",,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-06-01,FAULHABER,,,,,"France, Midi (región)"
BETA geoid 1038,GEOGRAPHY*NAME_CLASS*U,Palacio de la Aljafería,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*J,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1011,,,,,,,,BETA bibid 8603,,,Q1354033,,,,,,,,,,,,,,,,1990-10-21,MOLL,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1354033,Wikidata,2024-03-08,Palacio de la Aljafería (castillo)
BETA geoid 1039,GEOGRAPHY*NAME_CLASS*U,Alcalá de Guadaíra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1541,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Alcal%C3%A1_de_Guada%C3%ADra,Wikipedia,2024-04-10,Alcalá de Guadaíra
BETA geoid 1040,GEOGRAPHY*NAME_CLASS*U,Alcalá de Henares,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1066,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Alcalá de Henares
BETA geoid 1041,GEOGRAPHY*NAME_CLASS*U,Alcalá la Real,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1548,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Alcalá la Real
BETA geoid 1042,GEOGRAPHY*NAME_CLASS*U,Almodóvar del Campo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1669,,,,,,,,BETA bibid 8603,,,Q1631896,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1631896,Wikidata,2021-07-03,Almodóvar del Campo
BETA geoid 1043,GEOGRAPHY*NAME_CLASS*U,Andújar,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1548,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/And%C3%BAjar,Wikipedia,2024-04-10,Andújar
BETA geoid 1044,GEOGRAPHY*NAME_CLASS*U,Sant Cugat del Vallès,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1666,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Sant Cugat del Vallès
BETA geoid 1045,GEOGRAPHY*NAME_CLASS*U,Astudillo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1573,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Astudillo,Wikipedia,2024-04-10,Astudillo
BETA geoid 1046,GEOGRAPHY*NAME_CLASS*U,Avignon,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1037,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-06-27,FAULHABER,,,,,Avignon
BETA geoid 1047,GEOGRAPHY*NAME_CLASS*U,Ávila,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1254,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Ávila
BETA geoid 1048,GEOGRAPHY*NAME_CLASS*U,Barcelona,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1099,,,,,,,,BETA bibid 8603,,,Q1492,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-06-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q1492,Wikidata,2024-02-16,Barcelona
BETA geoid 1049,GEOGRAPHY*NAME_CLASS*U,Franche Comté,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1002,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2013-07-31,FAULHABER,,,,,Franche Comté (región)
BETA geoid 1050,GEOGRAPHY*NAME_CLASS*U,Colmenar,?,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1066,,,,,,,GEOGRAPHY*RELATED_BIBCLASS*TRA,BETA bibid 8603,,,Q55480,,,,,,,,,,,,,,"Faulhaber 2024: Hace falta averiguar si el lugar histórico de Colmenar, propiedad de la familia Mendoza y señorío de Juan Hurtado de Mendoza y Figueroa, hijo del 1. marqués de Santillana(BETA bioid 2870), y de Íñigo de Mendoza (BETA bioid 3084), es Colmenar de la Sierra (provincia de Guadalajara) o Colmenar Viejo (provincia de Madrid).<br /><br />Es poco probable que sea el Colmenar de la provincia de Málaga",,1989-12-08,MOLL,2024-06-12,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q55480,Wikidata: Colmenar Viejo,2024-06-12,Colmenar
BETA geoid 1051,GEOGRAPHY*NAME_CLASS*U,Coria,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1538,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-02-03,FAULHABER,,,,,Coria
BETA geoid 1052,GEOGRAPHY*NAME_CLASS*U,Cuenca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1277,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Cuenca
BETA geoid 1053,GEOGRAPHY*NAME_CLASS*U,San Lorenzo de El Escorial,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1066,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,San Lorenzo de El Escorial
BETA geoid 1054,GEOGRAPHY*NAME_CLASS*U,Granada,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*P,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1653,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Granada (provincia)
BETA geoid 1055,GEOGRAPHY*NAME_CLASS*U,Guadalupe,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1538,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Guadalupe
BETA geoid 1056,GEOGRAPHY*NAME_CLASS*U,Guadalajara,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1314,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-09,FAULHABER,2024-04-10,FAULHABER,,,,,Guadalajara
BETA geoid 1057,GEOGRAPHY*NAME_CLASS*U,Huesca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1563,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Huesca
BETA geoid 1058,GEOGRAPHY*NAME_CLASS*U,Huete,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1277,,,,,,,,BETA bibid 8603,,,Q5814601,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q5814601,Wikidata,2023-10-26,Huete
BETA geoid 1059,GEOGRAPHY*NAME_CLASS*U,Illueca,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1644,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,Illueca
BETA geoid 1060,GEOGRAPHY*NAME_CLASS*U,Iniesta,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1277,,,,,,,,BETA bibid 8603,,,Q630933,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q630933,Wikidata,2024-04-10,Iniesta
BETA geoid 1061,GEOGRAPHY*NAME_CLASS*U,La Guardia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*P,,BETA geoid 1090,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-12-08,MOLL,2024-04-10,FAULHABER,,,,,La Guardia
