INSID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_Q,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,CLASS,TYPE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_INSCLASS,RELATED_INSDETAIL,RELATED_INSID,RELATED_INSIDQ,RELATED_INSBD,RELATED_INSBDQ,RELATED_INSED,RELATED_INSEDQ,RELATED_INSBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA insid 1149,INSTITUTIONS*NAME_CLASS*U,Nossa Senhora da Divina Providência de Lisboa,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*CANREG,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1222,,,,,,,,,,,,,,,,,BETA bibid 2613,,434,,,,,,,,,,,,,,,,,1991-07-20,FAULHABER,2022-09-12,FAULHABER,,,,,Nossa Senhora da Divina Providência de Lisboa
BETA insid 1150,INSTITUTIONS*NAME_CLASS*U,Nossa Senhora de Landim,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSA,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1424,,,,,,,,,,,,,,,,,BETA bibid 2613,,434,,,,,,,,,,,,,,,Cónegos Regrantes de Santo Agostinho,,1991-07-20,FAULHABER,2022-09-12,FAULHABER,,,,,Nossa Senhora de Landim
BETA insid 1151,INSTITUTIONS*NAME_CLASS*U,São Vicente de Fora de Lisboa,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSA,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1222,,,,,,,,,,,,,,,,,BETA bibid 2613,,434,,,,,,,,,,,,,,,Cónegos Regrantes de Santo Agostinho,,1991-07-20,FAULHABER,2022-09-12,FAULHABER,,,,,São Vicente de Fora de Lisboa
BETA insid 1152,INSTITUTIONS*NAME_CLASS*U,São Francisco de Xabregas,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OFM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1419,,,,,,,,,,,,,,,,,BETA bibid 2613,,437,,,,,,,,,,,,,,,,,1991-07-20,FAULHABER,2022-09-12,FAULHABER,,,,,São Francisco de Xabregas
BETA insid 1153,INSTITUTIONS*NAME_CLASS*U,Trinitat de València,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OFM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-23,FAULHABER,2022-09-12,FAULHABER,,,,,Trinitat de València
BETA insid 1154,INSTITUTIONS*NAME_CLASS*U,San Esteban de Toledo,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSA,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1006,,,,,,,,,,,,,,,,,BETA bibid 1237,,xliv,,,,,,,,,,,,,,,,,1991-07-25,FAULHABER,2022-09-12,FAULHABER,,,,,San Esteban de Toledo
BETA insid 1155,INSTITUTIONS*NAME_CLASS*U,San Agustín,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSA,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-25,FAULHABER,2023-04-06,FAULHABER,,,,,Salamanca: San Agustín
BETA insid 1156,INSTITUTIONS*NAME_CLASS*U,Università di Firenze,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*UNIVERSITY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-25,FAULHABER,2023-11-16,FAULHABER,,,,,Università di Firenze
BETA insid 1157,INSTITUTIONS*NAME_CLASS*U,Convento agustiniano de Villanubla,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1431,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSA,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-25,FAULHABER,2022-09-12,FAULHABER,,,,,Convento agustiniano de Villanubla
BETA insid 1159,INSTITUTIONS*NAME_CLASS*U,Colegio de la Compañía,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SCHOOL,INSTITUTIONS*TYPE*SJ,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 2531,,,,,,,,,,,,,,,,,BETA bibid 1004,IV,143,1277,,,,,,,,,,,,,,Faulhaber: Hace falta localizar el Colegio,localización,1991-07-31,FAULHABER,2016-01-16,FAULHABER,,,,,Lugar desconocido: Colegio de la Compañía
BETA insid 1160,INSTITUTIONS*NAME_CLASS*U,Convento de Ávila,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OP,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,¿Convento dominicano?,Identificar,1991-08-15,MOLL,2022-09-12,FAULHABER,,,,,Convento de Ávila
BETA insid 1161,INSTITUTIONS*NAME_CLASS*U,Santa María de Santa Fe,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSB,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1441,,,,,,,,,,,,,,,,,,,,,,BETA manid 1816,,,,,,,,,,,,,,1991-09-01,FAULHABER,2022-09-12,FAULHABER,,,,,Santa María de Santa Fe
BETA insid 1162,INSTITUTIONS*NAME_CLASS*U,Real Academia Española,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BETA geoid 1005,,1726,,,,,INSTITUTIONS*CLASS*ACADEMY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Se ha suprimido BETA insid 1206 por ser duplicado de este registro,,1991-09-04,FAULHABER,2024-06-18,FAULHABER,,,,,Madrid: Real Academia Española
BETA insid 1163,INSTITUTIONS*NAME_CLASS*U,Escritorio del Marqués de Santillana,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,,,1458-03-25,ad quem,muerte de Santillana,INSTITUTIONS*CLASS*SCRIPTORIUM,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1056,,,,,,,,,,,,,,,,,BETA bibid 2743,,81,,,,,,,,,,,,,,,,,1991-10-15,FAULHABER,2023-04-06,FAULHABER,,,,,Guadalajara: Escritorio del Marqués de Santillana
BETA insid 1164,INSTITUTIONS*NAME_CLASS*U,Bibliothèque Royale,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*PRIV,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-17,FAULHABER,2022-11-29,FAULHABER,,,,,Paris: Bibliothèque Royale
BETA insid 1165,INSTITUTIONS*NAME_CLASS*U,Collège de Foix,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*SCHOOL,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1001,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GEOID,1991-10-19,FAULHABER,2014-01-20,FAULHABER,,,,,Paris: Collège de Foix
BETA insid 1166,INSTITUTIONS*NAME_CLASS*U,San Jerónimo el Real,,1465,ca.,1465.0,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BETA geoid 1005,,1460,ca.,,,{I}DHEE{/I},INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSH,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,,,,,,,,,,BETA bibid 1936,III,1591-92,,,,,,,,,,,,,,,"{I}DHEE{/I}: ‘Hacia 1460, entre El Pardo y Madrid, cerca del río Manzanares, edificaba Enrique IV el monasterio de Santa María del Paso, que en 1461 ofreció a la Orden de San Jerónimo y ésta la aceptó en el Capítulo general de 1462. La comunidad, compuesta por siete monjes de Guadalupe y dos de otra casa, entró en la Cuaresma de 1464. En 1465, por voluntad del rey, se cambia el nombre del monasterio por el de San Jerónimo el Real. Por lo insano del sitio y las incomodidades que esto producía a los monjes … [en 1502] se trasladó el monasterio -- aprovechando la mayoría de sus materiales -- al lugar que hoy ocupa, cerca del Retiro y del Museo del Prado.”",,1991-10-22,FAULHABER,2023-04-06,FAULHABER,,,,,Madrid: San Jerónimo el Real
BETA insid 1167,INSTITUTIONS*NAME_CLASS*U,San Francisco de Puebla de Los Ángeles,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OFM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1458,,,,,,,,,,,,,,,,,BETA bibid 2356,,,,,,,,,,,,,,,,,V. BNE I 1824{SS}1{ES},,1991-11-06,FAULHABER,2022-09-12,FAULHABER,,,,,San Francisco de Puebla de Los Ángeles
BETA insid 1168,INSTITUTIONS*NAME_CLASS*U,Santa María de Benevívere,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*CANREG,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1460,,,,,,,,,,,,,,,,,BETA bibid 4572,,,,,BETA manid 4025,,f. 1r (2{SS}a{ES} fol.),,,,,,,,,,,,1991-11-10,FAULHABER,2024-05-15,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Abad%C3%ADa_de_Santa_MaꝛC3%ADa_de_Benev%C3%ADvere,Wikipedia,2024-05-15,Benevívere (monasterio / convento): Santa María de Benevívere
BETA insid 1169,INSTITUTIONS*NAME_CLASS*U,Santa Cruz de Segovia,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OP,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-11-14,FAULHABER,2022-09-12,FAULHABER,,,,,Santa Cruz de Segovia
BETA insid 1170,INSTITUTIONS*NAME_CLASS*U,San Juan de Jerusalén,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MILITARYORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-11-15,FAULHABER,2023-11-17,FAULHABER,,,,,San Juan de Jerusalén
BETA insid 1171,INSTITUTIONS*NAME_CLASS*U,Consell de Cent,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*COUNCIL,INSTITUTIONS*TYPE*MUN,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-12-06,FAULHABER,2023-04-06,FAULHABER,,,,,Barcelona: Consell de Cent
BETA insid 1172,INSTITUTIONS*NAME_CLASS*U,San Benito el Real de Sevilla,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSB,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1003,,,,,,,,,,,,,,,,,,,,,,BETA manid 3384,,17r,,,,,,,,,,Extramuros,,1991-12-08,FAULHABER,2022-09-12,FAULHABER,,,,,San Benito el Real de Sevilla
BETA insid 1173,INSTITUTIONS*NAME_CLASS*U,Compañía de Jesús,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*SJ,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-12-12,FAULHABER,2023-04-06,FAULHABER,,,,,Salamanca: Compañía de Jesús
BETA insid 1174,INSTITUTIONS*NAME_CLASS*U,Iglesia de El Salvador,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*CHURCH,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1052,,,,,,,,,,,,,,,,,BETA bibid 4572,,,Q9006863,INSTITUTIONS*RELATED_MANCLASS*TRA,BETA manid 1809,,68r,,,,,,,,,,"Wikipedia y Wikidata tratan el edificio, no la institución",,1992-01-06,FAULHABER,2023-03-18,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Iglesia_de_El_Salvador_(Cuenca),Wikipedia,2023-03-18,Cuenca: Iglesia de El Salvador
BETA insid 1175,INSTITUTIONS*NAME_CLASS*U,San Leonardo de Alba de Tormes,,,,,,Zarco,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSH,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1150,,,,,,Zarco,,,,,,,,,,,BETA bibid 1003,I,80,ç.III.4,,,,,,,,,,,,,,,,1992-01-19,FAULHABER,2022-09-12,FAULHABER,,,,,San Leonardo de Alba de Tormes
BETA insid 1176,INSTITUTIONS*NAME_CLASS*U,Sancti Spiritus,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,en la desamortización de Mendizábal,,BETA geoid 1016,,1268,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*SAN,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1016,,,,,,,,,,,,,,,,,BETA bibid 8603,,,Q3896981,,,,,,,,,,,,,,,,1992-01-19,FAULHABER,2023-04-06,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://www.wikidata.org/wiki/Q3896981,Wikidata,2021-08-08,Salamanca: Sancti Spiritus
BETA insid 1177,INSTITUTIONS*NAME_CLASS*U,San Pablo de Valladolid,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OP,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1028,,1276,,2009-10,,San Pablo y San Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-01,FAULHABER,2022-09-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://sanpabloysangregorio.dominicos.es/historia,San Pablo y San Gregorio,2012-11-18,San Pablo de Valladolid
BETA insid 1178,INSTITUTIONS*NAME_CLASS*U,Hammill & Barker,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*BOOKDEALER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-21,FAULHABER,,,,,,,Chicago: Hammill & Barker
BETA insid 1179,INSTITUTIONS*NAME_CLASS*U,Antiquariat Bibermühle AG,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*BOOKDEALER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 2513,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-02-21,FAULHABER,2024-05-30,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.antiquariat-bibermuehle.com/english/company-profile/,Antiquariat Bibermühle,2015-09-19,Ramsen: Antiquariat Bibermühle AG
BETA insid 1180,INSTITUTIONS*NAME_CLASS*U,Library of Congress,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1372,,,,,,,,,,,,,,,,,BETA bibid 8605,,,Q369905,,,,,,,,,,,,,,,,1992-02-21,FAULHABER,2023-05-13,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://database.factgrid.de/wiki/Item:Q369905,FactGrid,2023-05-13,"Washington, D.C.: Library of Congress"
BETA insid 1181,INSTITUTIONS*NAME_CLASS*U,Universidad de Alcalá,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1499,,1836,,Wikipedia,INSTITUTIONS*CLASS*UNIVERSITY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1040,,1508,,,,,,,BETA insid 1086,,,,,,,,BETA bibid 4572,,,,,,,,,,,,,,,,,"Wikipedia:<br /><br />La Universidad de Alcalá, Universidad Complutense o Universidad Cisneriana (Complutensis Universitas) fue la universidad que existió en la localidad española de Alcalá de Henares (perteneciente actualmente a la Comunidad de Madrid). Fundada en 1499 por el Cardenal Cisneros, durante los siglos XVI y XVII, se convirtió en el gran centro de excelencia académica. En 1777 se la separó física y orgánicamente de su Colegio Mayor de San Ildefonso, y se pasó a denominar Real Universidad de Alcalá, con sede en el antiguo edificio del Colegio Máximo de los Jesuitas de Alcalá de Henares. En 1836 la universidad se integró junto con las enseñanzas de los Reales Estudios de San Isidro y el Real Museo de Ciencias Naturales de Madrid en una única institución, creando así la Universidad Central de Madrid, que con el paso del tiempo se convirtió en la actual Universidad Complutense de Madrid.",,1992-02-22,FAULHABER,2024-03-24,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://es.wikipedia.org/wiki/Universidad_de_Alcal%C3%A1_(hist%C3%B3rica),Wikipedia,2023-04-22,Alcalá de Henares: Universidad de Alcalá
BETA insid 1182,INSTITUTIONS*NAME_CLASS*U,Cofradía de Santo Espíritu y de Santa María de Zaragoza,,,,,,Navarro Espinach,,,,,,,,,,,INSTITUTIONS*CLASS*CONFRATERNITY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1011,?,,,,,,,,,,,,,,,,BETA bibid 7518,,131,,,,,,,,,,,,,,,En la iglesia de San Salvador de la Era,,1992-03-01,FAULHABER,2022-09-12,FAULHABER,,,,,Cofradía de Santo Espíritu y de Santa María de Zaragoza
BETA insid 1183,INSTITUTIONS*NAME_CLASS*U,San Jerónimo de la Murtra,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSH,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 2407,,,,,,,,,,,,,,,,,BETA bibid 1936,III,1644-45,,,,,,,,,,,,,,,,,1992-03-08,FAULHABER,2022-10-31,FAULHABER,,,,,Badalona: San Jerónimo de la Murtra
BETA insid 1185,INSTITUTIONS*NAME_CLASS*U,Trinitarios Calzados,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-03-08,FAULHABER,2023-04-06,FAULHABER,,,,,Madrid: Trinitarios Calzados
BETA insid 1186,INSTITUTIONS*NAME_CLASS*U,Orden de San Miguel y San Bartolomé,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*RELIGIOUSORDER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-03-13,FAULHABER,,,,,,,Burgos: Orden de San Miguel y San Bartolomé
BETA insid 1187,INSTITUTIONS*NAME_CLASS*U,San Martín Pinario de Santiago,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSB,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-04-29,MOLL,2022-09-12,FAULHABER,,,,,Santiago de Compostela: San Martín Pinario de Santiago
BETA insid 1188,INSTITUTIONS*NAME_CLASS*U,L. J. Symes,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*BOOKDEALER,INSTITUTIONS*TYPE*PRIV,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1001,,,,,,,,,,,,,,,,,BETA bibid 5415,VI,192-93,32742,,,,,,,,,,,,,,,,1992-06-07,FAULHABER,2022-09-12,FAULHABER,,,,,Paris: L. J. Symes
BETA insid 1189,INSTITUTIONS*NAME_CLASS*U,Jesus College of Oxford,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*COLLEGE,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-07,FAULHABER,2022-09-12,FAULHABER,,,,,Jesus College of Oxford
BETA insid 1190,INSTITUTIONS*NAME_CLASS*U,Orden de la Concepción de la Virgen sin mancilla de Arcos,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*RELIGIOUSORDER,,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1456,,,,,,,,,,,,,,,,,BETA bibid 2944,,,,,,,,,,,,,,,,,,,1992-06-07,FAULHABER,2022-09-12,FAULHABER,,,,,Orden de la Concepción de la Virgen sin mancilla de Arcos
BETA insid 1192,INSTITUTIONS*NAME_CLASS*U,Comunidad de las aldeas de Daroca,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*OTHER,INSTITUTIONS*TYPE*PUBL,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-09-26,FAULHABER,2022-09-12,FAULHABER,,,,,Comunidad de las aldeas de Daroca
BETA insid 1193,INSTITUTIONS*NAME_CLASS*U,Orden de San Jerónimo,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1373-10-18,,,,DHEE,INSTITUTIONS*CLASS*RELIGIOUSORDER,INSTITUTIONS*TYPE*OSH,,,,,,,,,,,,,,,,,,,,BETA bibid 1936,I,1229-31,,,,,,,,,,,,,,,,,1992-11-13,FAULHABER,2022-10-31,FAULHABER,,,,,Orden de San Jerónimo
BETA insid 1195,INSTITUTIONS*NAME_CLASS*U,Convento del Carmen,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OCAM,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1138,?,,,,,,,,,,,,,,,,BETA bibid 2973,,121,341,,,,,,,,,,,,,,La ref. reza “Es del Carmen del Burgo”. ¿Es la misma institución?,,1992-11-30,FAULHABER,2022-02-20,FAULHABER,,,,,Burgo de Osma: Convento del Carmen
BETA insid 1196,INSTITUTIONS*NAME_CLASS*U,Ordo Fratrum Minorum,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*RELIGIOUSORDER,INSTITUTIONS*TYPE*OFM,,,,,,,,,,,,,,,,,,,,BETA bibid 1936,II,957-59,,,,,,,,,,,,,,,,,1992-12-11,FAULHABER,2022-11-26,FAULHABER,,,,,Ordo Fratrum Minorum
BETA insid 1197,INSTITUTIONS*NAME_CLASS*U,Agustinos de Valladolid,,,,,,,,,,,,,,,,,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSA,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-12-16,FAULHABER,2022-09-12,FAULHABER,,,,,Agustinos de Valladolid
BETA insid 1198,INSTITUTIONS*NAME_CLASS*U,San Pablo de Peñafiel,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,,,1318,,,,{I}Cronología{/I},INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OP,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1451,,,,,,,,,,,,,,,,,BETA bibid 2749,,45,66,,,,,,,,,,,,,,,,1992-12-19,FAULHABER,2022-09-12,FAULHABER,,,,,San Pablo de Peñafiel
BETA insid 1199,INSTITUTIONS*NAME_CLASS*U,San Jerónimo de Buenavista de Sevilla,,,,,,,INSTITUTIONS*MILESTONE_CLASS*F,,,BETA geoid 1003,,1414,,,,DHEE,INSTITUTIONS*CLASS*MONASTERY,INSTITUTIONS*TYPE*OSH,,,,,,,,,,,,,,,,,,,,BETA bibid 1936,III,1672-73,,,,,,,,,,,,,,,2022-10-31: Se ha suprimido el registro insid 1394 por ser duplicado de este,,2022-09-12,FAULHABER,2022-10-31,FAULHABER,,,,,San Jerónimo de Buenavista de Sevilla
BETA insid 1201,INSTITUTIONS*NAME_CLASS*U,Biblioteca de los reyes aragoneses,,,,,,Marinis,,,,,,,,,,,INSTITUTIONS*CLASS*LIBRARY,INSTITUTIONS*TYPE*PRIV,INSTITUTIONS*RELATED_GEOCLASS*L,,BETA geoid 1080,,,,,,,,,BETA insid 1293,,,,,,,,BETA bibid 5791,,,,,,,,,,,,,,,,,"La biblioteca de los reyes aragoneses de Nápoles se dividió esencialmente en dos partes grandes. Una acompaño a Fernando de Aragón, duque de Calabria, a Valencia, donde se depositó en la biblioteca del monasterio de San Miguel de los Reyes. Actualmente se conserva en la Universitat de Valencia.<br /><br />Otra parte grande fue llevada a Francia por el rey francés Charles VIII en 1495; sus restos se encuentran actualmente en la BnF, como detalla su {I}Base des reliures numérisées{/I}s:<br /><br />“La bibliothèque (ou librairie) des rois Aragonais de Naples fut fondée par Alphonse V le Magnanime, roi d’Aragon (1416-1458) et de Naples (1442-1458), qui s’entoure de nombreux humanistes, fait copier des manuscrits, y compris d’auteurs grecs dont il commande des traductions. Cette bibliothèque est enrichie par son fils Ferdinand Ier, roi de Naples (1458-1494), qui ajoute aux manuscrits des livres imprimés. Cet accroissement se fait aussi notamment grâce aux confiscations des biens de ses opposants politiques, après la sévère répression de la révolte nobiliaire des années 1485-1487. Lors des expéditions françaises menées dans la péninsule italienne à l’initiative du roi Charles VIII (1483-1498), 1140 volumes de cette bibliothèque sont saisis en 1495 et rapportés en France, au château d’Amboise, d’après la liste détaillée qui en fut dressée peu après la mort de Charles VIII en 1498, document qui a été perdu. Une partie de ces volumes sont transférés au château de Blois, en novembre 1501, avec l’ensemble de la librairie de Charles VIII, où ils constituent une partie de la nouvelle bibliothèque royale de Blois, comme l’atteste le premier catalogue de cette bibliothèque dressé en 1518. Environ 730 de ces volumes (manuscrits ou imprimés) ont aujourd’hui été identifiés dans les collections de la Bibliothèque nationale de France.'",,1993-01-17,FAULHABER,2022-09-11,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://reliures.bnf.fr/ark:/12148/cdt9xj8t,BnF,2018-11-09,Napoli: Biblioteca de los reyes aragoneses
