Unnamed: 0,GEOID,TYPE,MONIKER / NAME,INTERNET_ADDRESS
374,BITAGAP geoid 1385,GEOGRAPHY*TYPE*T,Tojal,
375,BITAGAP geoid 1386,GEOGRAPHY*TYPE*PA,"Paços de Valada (prédios, pontes, caminhos)",
376,BITAGAP geoid 1387,GEOGRAPHY*TYPE*T,Mondoñedo,
378,BITAGAP geoid 1389,GEOGRAPHY*TYPE*T,Mourão [Distrito de Évora],
379,BITAGAP geoid 1390,GEOGRAPHY*TYPE*T,Alcalá de Henares,
380,BITAGAP geoid 1391,GEOGRAPHY*TYPE*T,Azinhal da Roda,
381,BITAGAP geoid 1392,GEOGRAPHY*TYPE*T,Azamor,
382,BITAGAP geoid 1393,GEOGRAPHY*TYPE*T,Baiona,
383,BITAGAP geoid 1395,GEOGRAPHY*TYPE*T,Rocaforte,
387,BITAGAP geoid 1399,GEOGRAPHY*TYPE*T,Carnide,
390,BITAGAP geoid 1402,GEOGRAPHY*TYPE*T,Castelo Mendo,
391,BITAGAP geoid 1403,GEOGRAPHY*TYPE*T,Lanhoso,
396,BITAGAP geoid 1408,GEOGRAPHY*TYPE*T,Treixedo,
401,BITAGAP geoid 1414,GEOGRAPHY*TYPE*T,Alpendurada e Matos,
402,BITAGAP geoid 1415,GEOGRAPHY*TYPE*T,Cós,
403,BITAGAP geoid 1416,GEOGRAPHY*TYPE*T,Arras,
404,BITAGAP geoid 1417,GEOGRAPHY*TYPE*T,Ouguela,
405,BITAGAP geoid 1418,GEOGRAPHY*TYPE*P,Província de Zamora (província),
406,BITAGAP geoid 1420,GEOGRAPHY*TYPE*T,Anafé,
407,BITAGAP geoid 1421,GEOGRAPHY*TYPE*T,Tremecém,
409,BITAGAP geoid 1423,GEOGRAPHY*TYPE*T,Alcácer Ceguer,
410,BITAGAP geoid 1424,GEOGRAPHY*TYPE*T,Celanova,
411,BITAGAP geoid 1425,GEOGRAPHY*TYPE*T,Verín,
412,BITAGAP geoid 1426,GEOGRAPHY*TYPE*T,Almeiras,
413,BITAGAP geoid 1427,GEOGRAPHY*TYPE*T,Frías,
414,BITAGAP geoid 1428,GEOGRAPHY*TYPE*T,Berlanga,
415,BITAGAP geoid 1429,GEOGRAPHY*TYPE*T,Vila Cova,
418,BITAGAP geoid 1432,GEOGRAPHY*TYPE*T,Monserrate,
421,BITAGAP geoid 1435,GEOGRAPHY*TYPE*C,Concelho de Penafiel (concelho - município),
425,BITAGAP geoid 1439,GEOGRAPHY*TYPE*T,Monforte de Lemos,
426,BITAGAP geoid 1440,GEOGRAPHY*TYPE*R,Galiza (região),
431,BITAGAP geoid 1445,GEOGRAPHY*TYPE*T,Sucena,
432,BITAGAP geoid 1446,GEOGRAPHY*TYPE*T,Alpedrinha,
435,BITAGAP geoid 1449,GEOGRAPHY*TYPE*T,Fonte Arcada,
441,BITAGAP geoid 1455,GEOGRAPHY*TYPE*T,Uclés,
446,BITAGAP geoid 1461,GEOGRAPHY*TYPE*T,Calatrava la Vieja,
448,BITAGAP geoid 1463,GEOGRAPHY*TYPE*T,Cambeses,
449,BITAGAP geoid 1464,GEOGRAPHY*TYPE*T,Alvorninha,
450,BITAGAP geoid 1464’,,DELETED,
451,BITAGAP geoid 1465,GEOGRAPHY*TYPE*FREG,Maiorga (freguesia),
453,BITAGAP geoid 1467,GEOGRAPHY*TYPE*T,Olivais,
454,BITAGAP geoid 1468,GEOGRAPHY*TYPE*T,Penha Longa,
455,BITAGAP geoid 1469,GEOGRAPHY*TYPE*T,Cábrega,
456,BITAGAP geoid 1470,GEOGRAPHY*TYPE*T,Povolide,
458,BITAGAP geoid 1472,GEOGRAPHY*TYPE*K,Reino do Algarve (reino),
459,BITAGAP geoid 1473,GEOGRAPHY*TYPE*T,Badajoz,
461,BITAGAP geoid 1475,GEOGRAPHY*TYPE*T,Jerez de la Frontera,
464,BITAGAP geoid 1478,GEOGRAPHY*TYPE*T,Vejer de la Frontera,
465,BITAGAP geoid 1479,GEOGRAPHY*TYPE*T,Niebla,
466,BITAGAP geoid 1480,GEOGRAPHY*TYPE*F,Castelo do Neiva (castelo),
467,BITAGAP geoid 1481,GEOGRAPHY*TYPE*T,Medina Sidonia,
470,BITAGAP geoid 1484,GEOGRAPHY*TYPE*T,Chelas,
472,BITAGAP geoid 1486,GEOGRAPHY*TYPE*T,Guadalaxara,
473,BITAGAP geoid 1487,GEOGRAPHY*TYPE*T,Guadalquivir,
474,BITAGAP geoid 1488,GEOGRAPHY*TYPE*A,Guadiana (rio),
475,BITAGAP geoid 1489,GEOGRAPHY*TYPE*T,Alcalá de los Gazules [?],
476,BITAGAP geoid 1490,GEOGRAPHY*TYPE*T,Alicante,
478,BITAGAP geoid 1492,GEOGRAPHY*TYPE*T,Albesa,
479,BITAGAP geoid 1493,GEOGRAPHY*TYPE*T,Alcázar de San Juan,
480,BITAGAP geoid 1494,GEOGRAPHY*TYPE*T,Alcalá de Guadaira,
481,BITAGAP geoid 1495,GEOGRAPHY*TYPE*T,Puerto de Santa María,
482,BITAGAP geoid 1496,GEOGRAPHY*TYPE*T,Alcarrás,
483,BITAGAP geoid 1497,GEOGRAPHY*TYPE*T,Segóvia,
487,BITAGAP geoid 1501,GEOGRAPHY*TYPE*K,Espanha (reino),
488,BITAGAP geoid 1502,GEOGRAPHY*TYPE*T,Cañete,
490,BITAGAP geoid 1504,GEOGRAPHY*TYPE*T,Coria del Río,
492,BITAGAP geoid 1506,GEOGRAPHY*TYPE*T,Algeciras,
493,BITAGAP geoid 1507,GEOGRAPHY*TYPE*T,Ronda,
494,BITAGAP geoid 1512,GEOGRAPHY*TYPE*T,Minho,
495,BITAGAP geoid 1513,GEOGRAPHY*TYPE*A,Rio Douro (rio),
496,BITAGAP geoid 1514,GEOGRAPHY*TYPE*T,Lima,
497,BITAGAP geoid 1517,GEOGRAPHY*TYPE*T,Sigüenza,
498,BITAGAP geoid 1518,GEOGRAPHY*TYPE*R,Estremadura (região),
499,BITAGAP geoid 1520,GEOGRAPHY*TYPE*T,Salas,
500,BITAGAP geoid 1522,GEOGRAPHY*TYPE*T,Laredo,
501,BITAGAP geoid 1523,GEOGRAPHY*TYPE*T,Castrojeriz,
502,BITAGAP geoid 1525,GEOGRAPHY*TYPE*P,Provença (província),
503,BITAGAP geoid 1526,GEOGRAPHY*TYPE*T,Villalcázar de Sirga,
505,BITAGAP geoid 1528,GEOGRAPHY*TYPE*I,Santa María de Villalcázar de Sirga (igreja - sé),
508,BITAGAP geoid 1532,GEOGRAPHY*TYPE*T,Capilla,
510,BITAGAP geoid 1534,GEOGRAPHY*TYPE*T,Oña,
527,BITAGAP geoid 1554,GEOGRAPHY*TYPE*T,Daroca,
529,BITAGAP geoid 1560,GEOGRAPHY*TYPE*B,Montanha Negra (monte - serra),
533,BITAGAP geoid 1565,GEOGRAPHY*TYPE*T,Lugo,
535,BITAGAP geoid 1569,GEOGRAPHY*TYPE*R,Andaluzia (região),
539,BITAGAP geoid 1575,GEOGRAPHY*TYPE*T,Bárcena de Cudón,
541,BITAGAP geoid 1577,GEOGRAPHY*TYPE*F,Bélmez (castelo),
542,BITAGAP geoid 1578,GEOGRAPHY*TYPE*T,Ayamonte,
543,BITAGAP geoid 1579,GEOGRAPHY*TYPE*T,Ribadulla,
544,BITAGAP geoid 1580,GEOGRAPHY*TYPE*T,Terena,
545,BITAGAP geoid 1584,GEOGRAPHY*TYPE*T,Despeñaperros,
548,BITAGAP geoid 1588,GEOGRAPHY*TYPE*T,Ribela,
552,BITAGAP geoid 1595,GEOGRAPHY*TYPE*B,Sierra de Tudia (monte - serra),
553,BITAGAP geoid 1596,GEOGRAPHY*TYPE*T,Guadalete,
558,BITAGAP geoid 1602,GEOGRAPHY*TYPE*T,Aroche,
560,BITAGAP geoid 1604,GEOGRAPHY*TYPE*K,Múrcia (reino),
561,BITAGAP geoid 1605,GEOGRAPHY*TYPE*T,Cartagena,
563,BITAGAP geoid 1608,GEOGRAPHY*TYPE*T,Ocaña,
565,BITAGAP geoid 1610,GEOGRAPHY*TYPE*T,Huesca,
566,BITAGAP geoid 1611,GEOGRAPHY*TYPE*T,Quintanilla de Onsoña,
568,BITAGAP geoid 1613,GEOGRAPHY*TYPE*T,Arconada,
569,BITAGAP geoid 1614,GEOGRAPHY*TYPE*T,Mansilla Mayor,
570,BITAGAP geoid 1616,GEOGRAPHY*TYPE*T,Tablada,
571,BITAGAP geoid 1618,GEOGRAPHY*TYPE*T,Santo Domingo de Silos,
572,BITAGAP geoid 1619,GEOGRAPHY*TYPE*T,Tejo,
573,BITAGAP geoid 1620,GEOGRAPHY*TYPE*Q,Vega de Granada (vale),
574,BITAGAP geoid 1621,GEOGRAPHY*TYPE*T,Arnedo,
576,BITAGAP geoid 1623,GEOGRAPHY*TYPE*T,Arcos de la Frontera,
581,BITAGAP geoid 1629,GEOGRAPHY*TYPE*T,Caldas de Reis,
589,BITAGAP geoid 1637,GEOGRAPHY*TYPE*T,Elche,
590,BITAGAP geoid 1638,GEOGRAPHY*TYPE*T,Sagunto,
592,BITAGAP geoid 1640,GEOGRAPHY*TYPE*T,Henares,
593,BITAGAP geoid 1641,GEOGRAPHY*TYPE*T,Plasencia,
596,BITAGAP geoid 1644,GEOGRAPHY*TYPE*T,Morella,
597,BITAGAP geoid 1645,GEOGRAPHY*TYPE*F,Monte Aragón (castelo),
600,BITAGAP geoid 1648,GEOGRAPHY*TYPE*T,Borja,
601,BITAGAP geoid 1649,GEOGRAPHY*TYPE*T,Sedó [Lleida],
602,BITAGAP geoid 1650,GEOGRAPHY*TYPE*T,La Arrijaca,
603,BITAGAP geoid 1651,GEOGRAPHY*TYPE*T,Aljama,
604,BITAGAP geoid 1652,GEOGRAPHY*TYPE*T,Maiorca,
605,BITAGAP geoid 1653,GEOGRAPHY*TYPE*T,Molina de Aragón,
606,BITAGAP geoid 1654,GEOGRAPHY*TYPE*F,Chincolla (castelo),
607,BITAGAP geoid 1655,GEOGRAPHY*TYPE*T,Bélmez de la Moraleda,
608,BITAGAP geoid 1656,GEOGRAPHY*TYPE*T,Albarracín,
609,BITAGAP geoid 1657,GEOGRAPHY*TYPE*F,Ródenas (castelo),
610,BITAGAP geoid 1658,GEOGRAPHY*TYPE*T,Consuegra,
611,BITAGAP geoid 1659,GEOGRAPHY*TYPE*T,Almería,
614,BITAGAP geoid 1663,GEOGRAPHY*TYPE*B,Cumbres de San Bartolomé (monte - serra),
615,BITAGAP geoid 1664,GEOGRAPHY*TYPE*T,Burguillos del Cerro,
616,BITAGAP geoid 1665,GEOGRAPHY*TYPE*T,Martos,
618,BITAGAP geoid 1667,GEOGRAPHY*TYPE*T,Treviño,
619,BITAGAP geoid 1668,GEOGRAPHY*TYPE*T,Peñacoba,
620,BITAGAP geoid 1669,GEOGRAPHY*TYPE*T,Requena,
622,BITAGAP geoid 1673,GEOGRAPHY*TYPE*T,Solaranas,
623,BITAGAP geoid 1674,GEOGRAPHY*TYPE*T,Pedraza,
624,BITAGAP geoid 1675,GEOGRAPHY*TYPE*T,Rocaful,
625,BITAGAP geoid 1676,GEOGRAPHY*TYPE*T,Saldaña,
627,BITAGAP geoid 1679,GEOGRAPHY*TYPE*T,Ciudad Real,
628,BITAGAP geoid 1681,GEOGRAPHY*TYPE*T,Jerez de los Caballeros,
630,BITAGAP geoid 1683,GEOGRAPHY*TYPE*R,Aljarafe (região),
632,BITAGAP geoid 1685,GEOGRAPHY*TYPE*Q,Campina de Córdova (vale),
637,BITAGAP geoid 1691,GEOGRAPHY*TYPE*T,Monsaraz,
638,BITAGAP geoid 1693,GEOGRAPHY*TYPE*Z,San Marcos (paróquia),
639,BITAGAP geoid 1694,GEOGRAPHY*TYPE*Z,San Salvador (paróquia),
640,BITAGAP geoid 1696,GEOGRAPHY*TYPE*T,Rianxo,
641,BITAGAP geoid 1697,GEOGRAPHY*TYPE*T,Armenteira,
642,BITAGAP geoid 1698,GEOGRAPHY*TYPE*T,Rivadulla,
643,BITAGAP geoid 1701,GEOGRAPHY*TYPE*C,Maia (concelho - município),
644,BITAGAP geoid 1702,GEOGRAPHY*TYPE*T,Moreira [Maia],
645,BITAGAP geoid 1703,GEOGRAPHY*TYPE*T,Palmazianos,
647,BITAGAP geoid 1705,TYPE T,Regny - corrected,
649,BITAGAP geoid 1712,GEOGRAPHY*TYPE*T,Vila Nova de Anços,
651,BITAGAP geoid 1714,GEOGRAPHY*TYPE*T,Ranhados,
652,BITAGAP geoid 1715,GEOGRAPHY*TYPE*T,Ulmar,
654,BITAGAP geoid 1717,GEOGRAPHY*TYPE*T,Baralha,
655,BITAGAP geoid 1718,GEOGRAPHY*TYPE*T,Buarcos,
